days_since_last_review,global_difficulty,last_review_quality,initial_difficulty,repetition_count,verse_count,avg_time_taken,next_review_outcome
3,1,5,1,14,49,23,1
42,3,1,2,2,4,3,0
11,5,3,5,2,48,35,0
57,3,1,2,10,38,34,0
3,1,5,1,9,11,4,1
0,1,5,1,6,36,19,1
5,2,5,1,10,18,10,1
5,3,5,2,18,4,5,1
56,3,3,2,8,44,26,0
10,1,2,2,5,10,7,1
17,3,3,3,2,5,5,0
9,1,4,1,15,16,9,1
49,4,3,3,12,18,14,0
59,3,2,2,18,42,38,0
28,1,4,1,6,44,21,1
32,1,1,2,5,12,7,0
52,1,1,1,14,35,27,0
33,1,3,2,3,16,5,0
38,1,1,1,5,9,4,0
2,1,4,1,17,49,27,1
19,3,3,4,12,23,16,1
37,1,2,2,11,40,31,0
29,3,2,4,11,41,36,0
3,4,5,5,19,5,6,1
33,1,3,2,12,40,19,1
51,2,1,1,1,16,14,0
30,4,4,4,18,37,21,1
46,1,2,1,6,47,39,0
52,3,3,2,20,43,24,0
38,1,3,2,18,6,3,1
2,3,5,4,17,48,31,1
33,2,2,2,1,38,29,0
59,1,1,1,7,30,21,0
60,1,2,1,12,34,25,0
16,1,3,1,9,14,5,0
10,3,2,4,6,8,7,1
28,3,4,2,20,19,14,0
40,1,2,1,11,41,29,0
46,3,1,3,16,32,30,0
3,2,5,2,2,40,19,1
57,3,2,3,16,30,28,0
57,3,2,2,18,38,33,0
60,1,1,1,14,21,17,0
24,1,2,1,9,25,18,0
11,3,3,2,6,39,23,0
49,1,1,2,2,49,38,0
2,2,5,2,11,18,10,1
4,1,5,1,19,17,7,1
21,3,4,4,13,14,7,0
30,3,4,2,11,48,30,1
23,1,2,2,20,11,10,1
1,3,5,2,8,10,6,1
42,4,2,5,1,19,16,0
55,3,1,3,12,23,23,0
33,1,2,1,8,50,38,0
18,4,4,3,3,14,6,1
18,4,4,3,3,22,15,0
27,3,3,4,19,30,16,1
2,2,4,1,10,49,25,1
39,1,1,2,6,29,25,0
22,3,3,3,2,45,27,1
38,4,1,5,11,21,20,0
38,1,1,1,2,15,12,0
6,4,4,5,19,48,33,1
52,3,2,2,10,42,39,0
5,2,5,2,13,9,3,1
58,1,1,2,1,5,4,0
21,3,4,4,9,33,17,1
22,3,2,2,5,35,34,1
12,2,3,2,12,41,21,0
52,3,1,4,13,16,16,0
28,2,4,2,17,13,8,1
50,3,3,2,7,25,14,0
20,1,2,1,10,33,25,0
30,1,3,1,13,6,1,0
12,2,4,1,8,27,13,1
1,1,4,1,6,43,20,1
25,5,2,5,10,12,13,0
24,2,3,2,11,41,24,0
56,3,3,2,12,14,10,0
29,3,3,2,20,21,12,0
7,3,3,3,2,37,22,1
32,2,3,1,11,48,24,0
15,1,2,1,4,6,6,1
56,3,2,4,1,38,33,0
9,4,4,5,6,32,18,1
22,3,3,4,5,7,6,1
60,5,1,5,13,8,7,0
57,1,1,1,20,47,38,0
41,1,3,1,3,27,11,0
25,1,3,2,8,12,6,1
37,3,2,3,2,15,14,0
60,1,1,1,19,17,14,0
51,2,2,3,2,29,24,0
1,3,5,4,17,14,8,1
5,3,5,3,15,30,18,1
28,2,4,1,3,19,11,1
59,4,3,3,14,9,3,0
48,3,2,2,6,44,42,0
6,1,5,1,5,45,22,1
16,3,2,3,14,24,19,1
0,1,5,1,10,19,12,1
33,4,3,4,14,13,9,0
55,2,3,2,15,20,9,0
7,4,3,3,20,44,29,1
48,3,2,4,6,20,16,0
40,3,2,2,15,36,34,0
47,3,1,3,6,32,30,0
15,3,4,3,3,11,6,1
7,2,2,3,9,25,23,0
17,3,4,2,19,38,24,1
40,3,1,4,18,34,30,0
56,1,1,1,1,8,7,0
8,3,2,2,11,13,9,0
14,3,3,3,16,35,20,1
26,1,3,1,9,21,11,0
38,4,3,3,14,21,14,0
5,1,5,1,11,30,16,1
44,3,1,2,6,50,44,0
54,2,1,2,1,27,20,0
41,1,3,1,13,37,19,0
18,3,2,3,14,33,31,0
43,4,1,3,7,46,45,0
34,3,1,4,10,23,19,0
51,1,2,1,4,17,13,0
20,4,2,5,1,46,46,0
14,3,3,3,7,9,6,1
25,2,3,2,8,7,6,1
8,3,4,2,10,44,26,1
35,2,1,3,15,50,40,0
18,4,2,4,8,12,14,1
45,1,1,1,7,32,22,0
20,4,2,4,9,5,5,0
12,3,2,3,1,41,39,1
50,1,1,1,19,47,34,0
22,3,4,3,15,25,12,0
55,3,2,4,13,4,4,0
17,1,2,2,20,11,10,1
32,1,2,1,13,6,2,0
56,3,2,4,13,40,36,0
34,1,2,2,3,5,4,0
57,1,3,2,5,36,19,0
54,4,3,4,7,41,25,0
13,3,3,2,11,50,29,0
10,1,4,2,18,21,11,1
10,3,2,3,7,47,44,1
36,4,2,4,9,13,11,0
24,4,3,4,1,7,2,1
39,3,2,3,9,26,21,0
6,4,4,4,10,32,20,1
14,5,2,5,10,50,51,0
29,3,2,2,12,13,11,1
59,4,2,4,9,14,11,0
56,1,3,1,10,37,21,0
54,1,1,1,6,42,35,0
28,4,3,4,5,18,14,0
60,4,2,4,15,18,19,0
43,3,2,4,13,49,46,0
12,4,2,5,12,36,38,0
35,1,2,2,19,18,11,0
47,3,2,2,3,29,28,0
2,3,5,3,6,39,22,1
34,1,1,1,12,37,26,0
39,5,3,5,6,22,17,0
14,4,2,5,15,35,37,1
16,3,4,2,19,30,17,1
11,3,4,2,18,49,26,1
10,1,2,1,3,12,10,0
10,5,3,5,18,38,26,0
4,3,5,3,17,22,14,1
42,3,2,4,16,45,39,0
18,1,4,1,17,50,26,1
55,3,2,2,2,29,29,0
30,3,4,2,11,34,21,1
4,2,4,1,17,49,26,1
40,4,2,5,15,12,10,0
46,1,2,2,6,43,31,0
58,3,1,2,2,14,15,0
2,1,5,1,16,9,7,1
37,1,2,1,3,35,24,0
5,2,4,1,6,11,5,1
27,1,2,1,20,5,1,1
32,2,1,1,13,7,4,0
54,4,1,4,11,27,24,0
24,2,3,2,5,10,4,0
11,2,2,1,1,29,26,1
5,4,5,3,2,14,6,1
8,1,3,1,8,29,13,1
41,1,2,1,16,12,12,0
47,3,2,3,20,19,18,0
23,1,4,1,14,14,6,1
16,3,3,2,17,9,4,1
54,4,3,3,16,38,23,0
20,4,4,3,8,14,9,0
52,4,2,5,14,34,32,0
25,1,3,1,14,43,20,1
51,1,1,1,11,19,16,0
7,1,3,1,14,26,14,1
39,4,2,4,11,38,36,0
24,4,4,5,16,3,1,0
58,1,3,2,4,3,2,0
27,3,3,3,5,43,24,0
23,1,4,1,18,27,16,1
10,3,4,3,13,42,22,1
50,3,2,4,18,7,8,0
2,1,4,1,2,15,6,1
51,3,3,4,7,20,13,0
21,4,4,4,11,3,1,1
54,3,1,2,3,25,25,0
49,1,1,1,12,9,8,0
1,1,5,2,12,30,13,1
13,3,2,3,10,32,31,1
51,2,3,1,19,39,23,0
38,3,1,3,6,43,40,0
34,3,2,4,8,43,40,0
25,3,3,2,1,33,18,0
22,2,3,1,17,21,13,0
20,2,3,1,15,45,23,1
43,2,2,2,8,14,10,0
46,3,2,3,12,49,43,0
4,1,5,1,13,43,22,1
42,4,2,5,7,45,46,0
12,1,2,1,18,45,34,1
26,1,2,1,4,21,18,0
8,3,3,2,18,39,20,1
7,1,2,1,19,8,8,1
20,2,2,3,19,18,16,0
6,3,5,3,16,24,13,1
1,1,5,1,6,17,7,1
31,3,1,3,15,40,34,0
31,1,1,1,9,34,28,0
35,3,1,4,4,23,22,0
32,1,1,1,8,16,12,0
0,1,4,1,11,32,15,1
52,1,3,2,1,6,3,0
54,2,1,2,20,8,8,0
32,3,3,4,8,43,28,0
6,1,5,1,19,47,22,1
54,1,3,1,8,14,8,0
49,2,1,2,13,47,40,0
47,1,2,2,9,26,21,0
31,3,3,3,2,34,17,1
20,1,3,1,15,22,8,1
40,3,2,4,3,34,30,0
5,2,5,2,4,31,19,1
6,3,5,3,1,22,15,1
9,2,4,1,7,12,4,1
52,3,2,3,15,50,44,0
40,3,3,2,8,18,10,0
58,1,2,1,16,7,7,0
54,2,3,3,13,13,5,0
52,3,1,4,9,42,41,0
9,1,4,2,3,28,13,1
48,4,3,4,13,42,25,0
13,3,2,2,11,45,43,0
31,3,1,2,7,36,31,0
41,1,1,1,5,4,3,0
26,2,3,2,4,23,13,1
49,3,1,4,10,32,27,0
20,1,4,1,8,13,7,1
49,3,1,3,13,29,28,0
8,1,2,1,15,24,16,1
10,2,2,3,9,34,30,0
46,1,1,2,13,9,5,0
24,1,3,1,19,23,10,1
53,1,3,2,8,8,3,0
30,4,2,4,18,36,33,0
43,3,3,4,18,33,17,0
41,1,2,1,2,17,11,0
33,1,1,1,15,16,11,0
55,1,1,1,12,30,26,0
0,4,5,5,20,22,13,1
42,3,1,2,6,49,45,0
42,1,2,1,5,36,25,0
5,1,5,1,13,42,19,1
10,3,3,3,10,21,10,0
16,4,2,3,14,14,16,0
60,4,2,5,20,8,10,0
23,3,2,2,3,38,36,1
17,4,2,3,3,29,31,1
59,2,1,1,17,40,31,0
6,2,4,2,14,9,3,1
17,1,2,1,6,30,23,1
28,2,4,3,20,6,4,0
22,3,4,3,5,35,23,1
20,1,4,2,18,21,8,1
58,2,1,2,16,21,15,0
37,3,1,2,13,42,37,0
55,1,3,1,20,37,17,0
1,3,5,2,4,36,24,1
53,4,2,3,18,25,22,0
54,5,1,5,19,37,38,0
6,3,4,2,11,47,26,1
14,2,4,3,7,13,8,1
31,4,1,5,5,16,13,0
24,2,4,3,16,13,8,1
47,4,2,4,17,35,32,0
53,4,2,3,17,42,40,0
50,3,1,4,18,41,39,0
20,3,3,4,11,47,26,0
0,2,4,1,16,39,22,1
25,3,4,2,18,30,16,1
59,3,1,4,13,45,41,0
5,1,4,2,11,48,21,1
15,3,3,4,14,15,6,1
50,3,2,2,15,48,42,0
25,4,2,3,11,44,43,0
16,4,2,5,20,31,32,0
14,1,4,1,18,25,13,1
17,2,3,3,20,35,18,0
0,3,5,4,9,18,11,1
26,2,4,1,19,26,12,0
57,3,3,4,20,34,20,0
8,1,2,2,19,37,30,1
4,1,4,1,4,15,9,1
12,3,2,2,18,34,33,1
40,2,3,3,10,34,16,0
0,5,4,4,12,43,28,1
12,4,4,5,3,43,28,1
29,1,2,1,10,4,4,1
57,1,3,1,2,41,21,0
56,4,1,3,7,48,45,0
21,3,2,2,5,18,19,1
19,3,2,4,17,22,20,0
19,4,3,5,17,44,30,1
31,1,3,1,9,12,4,1
35,3,2,4,16,17,18,0
54,2,3,2,11,23,10,0
51,2,2,1,10,17,12,0
32,1,1,2,2,27,23,0
12,3,2,3,4,26,25,1
27,3,2,2,12,42,40,1
44,3,1,4,8,24,20,0
40,3,1,4,17,44,40,0
8,3,3,3,7,24,13,1
29,1,2,2,2,10,7,0
12,2,4,3,17,5,2,1
44,1,1,1,10,10,9,0
18,1,2,1,15,49,35,0
16,4,4,5,19,3,1,1
14,4,4,4,6,12,8,1
12,4,2,3,19,7,9,1
19,3,3,4,17,35,23,0
40,3,1,3,8,19,20,0
19,2,3,3,2,3,3,1
12,1,4,1,1,9,7,1
35,4,2,5,18,3,2,0
42,3,3,2,20,27,15,0
48,3,1,2,18,37,32,0
30,4,2,5,17,19,16,0
17,1,4,1,19,36,18,1
9,4,4,3,12,7,3,1
59,3,1,2,9,39,38,0
51,2,3,3,5,24,13,0
53,3,1,3,3,45,43,0
37,3,1,4,7,24,23,0
0,1,5,2,18,14,6,1
0,3,5,2,8,24,15,1
23,1,4,2,10,46,24,0
35,3,2,4,10,32,32,0
29,1,4,1,9,24,12,0
39,3,1,3,6,11,10,0
44,4,2,3,20,34,33,0
12,1,2,1,13,6,7,1
34,1,2,1,1,25,20,0
53,2,2,1,19,36,31,0
16,3,2,4,5,12,8,1
19,5,3,4,11,40,28,0
36,1,1,2,12,21,17,0
59,2,2,1,9,24,23,0
30,2,4,1,3,24,10,0
3,4,4,4,4,12,9,1
5,4,4,3,11,44,29,1
20,4,4,3,6,33,19,1
10,3,3,2,4,32,17,0
59,1,1,1,3,8,4,0
34,3,2,4,3,42,41,0
49,4,3,3,7,9,6,0
5,2,4,1,1,7,6,1
17,1,3,1,9,31,13,1
38,4,2,3,13,39,38,0
35,1,2,1,17,3,1,1
17,4,2,4,7,37,34,0
4,3,5,2,8,32,21,1
53,3,2,4,20,49,45,0
32,2,1,1,12,6,7,0
5,3,4,4,9,9,8,1
51,3,2,4,13,25,20,0
30,1,3,2,19,50,24,1
50,1,2,2,10,25,20,0
22,1,3,1,19,7,3,1
23,3,2,3,9,22,20,0
28,1,3,1,1,41,21,1
46,3,2,4,6,11,10,0
0,2,4,3,4,35,20,1
59,3,1,3,3,5,2,0
21,2,4,1,6,36,20,1
55,3,2,2,7,36,34,0
36,3,1,2,1,42,36,0
17,5,4,5,20,32,21,1
52,1,2,1,16,32,24,0
20,3,2,2,5,10,7,1
37,3,1,3,5,7,9,0
15,5,4,5,13,20,14,0
56,1,2,1,2,15,10,0
11,1,4,1,11,33,14,1
51,3,1,4,8,28,27,0
32,3,2,3,13,4,6,0
51,2,2,2,19,30,25,0
10,3,3,4,1,9,7,0
9,1,2,1,2,36,29,0
26,4,4,5,3,13,7,1
25,1,4,2,3,38,16,1
3,3,4,2,5,9,7,1
22,3,2,2,16,11,10,0
37,4,3,4,3,37,21,0
20,1,3,1,8,28,13,1
24,3,2,3,7,10,8,1
32,1,3,1,14,33,18,0
58,3,2,3,4,16,14,0
52,2,3,2,17,24,13,0
51,4,1,4,14,12,13,0
60,1,3,1,12,42,21,0
55,3,1,4,18,34,29,0
31,2,2,1,6,30,27,0
5,2,5,1,1,21,9,1
18,4,2,3,3,10,11,0
18,1,2,1,7,16,10,1
35,1,1,2,9,16,13,0
8,1,4,2,15,9,3,1
30,4,3,4,11,30,20,1
52,4,2,4,1,21,21,0
35,4,1,4,1,9,7,0
8,2,2,2,4,22,17,1
57,1,3,1,14,21,9,0
53,3,2,2,10,23,22,0
1,1,5,1,15,24,10,1
34,3,2,4,19,12,8,0
25,2,3,1,19,33,16,0
38,4,1,3,5,16,18,0
37,1,1,2,17,27,19,0
48,3,1,2,18,28,27,0
8,1,4,1,12,34,14,1
42,2,3,1,6,4,4,0
18,3,4,2,15,26,16,1
45,1,2,1,15,27,19,0
56,3,1,3,9,18,19,0
27,3,4,4,13,22,13,1
46,1,2,1,8,3,2,0
21,4,4,3,13,16,9,1
54,2,2,2,1,12,10,0
44,4,1,4,7,18,19,0
53,3,2,4,8,28,26,0
17,3,4,2,6,6,4,0
43,2,3,1,13,47,24,0
2,3,4,3,11,20,14,1
15,1,2,1,17,49,36,0
47,3,1,3,3,16,13,0
32,5,1,4,5,30,30,0
54,3,2,2,10,41,38,0
20,4,3,5,20,9,5,0
51,2,1,2,20,15,13,0
53,3,3,2,8,35,22,0
30,2,2,1,6,24,18,1
43,1,1,1,7,23,18,0
8,2,4,1,15,38,23,1
21,2,2,3,14,13,11,1
17,1,3,1,18,46,25,0
47,3,1,3,17,4,1,0
16,4,4,3,12,12,8,0
27,2,4,1,12,18,9,0
30,2,4,3,12,34,20,0
41,2,2,3,10,42,34,0
4,3,4,2,20,42,22,1
55,4,3,4,8,25,17,0
21,4,4,3,4,31,17,1
41,3,2,3,8,50,48,0
38,4,1,5,20,50,51,0
35,2,2,2,1,50,40,0
15,3,2,4,8,10,12,0
21,2,4,1,11,24,11,0
13,3,2,3,11,24,23,0
49,4,2,4,9,8,9,0
10,1,3,1,16,22,12,1
51,3,1,4,1,8,8,0
19,2,4,2,13,15,11,1
40,3,1,3,2,28,24,0
42,2,2,3,14,36,32,0
5,3,5,4,19,50,28,1
36,1,1,1,2,38,31,0
31,4,3,4,11,29,16,0
59,3,1,3,4,27,23,0
40,1,2,1,5,18,11,0
4,2,5,1,19,31,18,1
25,3,4,3,10,42,25,1
5,4,5,3,12,21,11,1
45,1,2,1,5,31,21,0
8,3,4,4,13,28,18,1
50,4,1,5,12,37,35,0
60,1,2,1,11,38,28,0
41,2,2,1,9,40,35,0
1,1,4,1,8,39,21,1
56,3,1,3,10,29,25,0
2,2,4,3,17,50,29,1
16,3,4,4,11,30,19,0
45,2,2,2,15,3,4,0
32,1,3,1,12,16,8,1
57,4,3,4,13,11,4,0
10,5,4,5,13,20,11,1
30,1,3,2,16,25,14,1
36,1,2,1,13,11,9,0
5,4,5,5,18,17,8,1
5,3,5,2,8,7,3,1
15,1,2,1,9,43,34,0
0,4,5,5,19,5,2,1
25,3,4,4,5,18,8,1
3,1,5,1,12,26,15,1
25,2,2,2,11,12,9,1
32,5,1,5,14,33,34,0
18,2,2,1,9,18,16,0
56,3,1,4,1,38,36,0
45,1,2,1,15,5,3,0
50,3,1,3,4,22,21,0
27,3,2,3,15,48,44,1
41,1,3,2,14,45,23,1
19,1,3,1,20,30,14,1
31,4,2,4,18,46,47,0
7,4,3,4,5,42,24,0
23,2,4,2,19,26,16,0
60,2,2,3,9,46,39,0
54,5,1,5,15,44,45,0
18,1,4,1,1,50,26,1
57,1,3,2,5,14,6,0
28,2,3,1,6,37,19,1
29,1,2,1,17,34,29,1
17,4,2,5,5,26,26,0
24,3,4,2,20,33,19,0
3,4,4,3,3,48,31,1
48,1,1,1,19,11,7,0
21,4,3,3,19,17,13,1
21,4,2,4,20,12,11,1
52,1,3,1,3,8,3,0
50,1,1,2,2,20,14,0
50,4,1,5,16,9,10,0
22,1,2,1,7,46,33,0
18,2,3,2,12,21,14,1
10,2,4,3,11,44,26,1
42,4,1,4,2,11,9,0
59,5,1,5,10,29,31,0
31,1,2,1,8,25,20,1
5,2,4,2,17,13,8,1
28,4,2,3,18,28,25,1
10,1,4,2,2,40,20,1
34,4,1,3,3,50,48,0
11,1,3,1,15,15,10,1
35,3,2,2,12,48,43,0
8,3,3,2,2,36,19,1
38,2,1,1,1,19,18,0
18,1,3,1,6,21,13,1
1,2,5,3,8,7,3,1
5,3,4,2,12,40,26,1
34,4,2,3,4,43,42,0
38,4,1,4,2,47,49,0
29,1,2,1,20,49,37,1
22,3,4,2,4,25,14,0
17,3,4,3,4,46,25,1
8,2,2,3,18,16,12,0
12,2,4,1,3,5,3,1
44,2,1,3,8,8,9,0
25,2,4,1,16,12,5,0
38,2,2,2,7,44,39,0
51,4,1,4,17,30,32,0
33,4,2,3,10,4,6,0
38,3,1,4,5,49,43,0
44,2,1,1,2,7,8,0
7,3,3,4,12,27,17,0
27,3,2,4,12,16,12,1
41,2,1,2,5,27,20,0
32,1,2,1,10,14,12,0
2,4,5,3,16,22,16,1
28,3,2,3,20,19,18,1
11,4,3,3,3,18,10,0
45,1,2,2,16,47,38,0
13,1,2,1,15,37,31,1
36,1,1,1,7,49,40,0
32,2,3,1,15,45,23,1
57,4,1,3,7,44,45,0
55,3,2,3,7,49,44,0
8,3,3,3,15,46,28,1
0,1,5,2,16,49,22,1
58,2,2,3,4,5,2,0
53,1,1,1,12,43,32,0
37,1,2,2,12,47,38,0
10,2,3,3,8,23,14,0
59,3,1,3,10,25,21,0
57,1,1,2,15,16,11,0
15,4,4,5,10,26,18,0
34,1,2,2,7,28,22,0
31,3,2,2,12,21,22,0
39,2,2,2,14,12,13,0
7,3,4,3,15,30,20,1
33,4,3,3,12,17,9,1
16,5,4,5,17,9,8,1
3,4,5,3,9,8,4,1
50,1,1,1,7,24,16,0
30,4,4,4,4,20,13,0
6,1,4,1,1,16,9,1
20,3,2,4,18,38,37,0
19,3,3,2,20,39,22,0
14,3,2,3,15,26,25,0
30,1,2,2,9,4,2,0
44,5,3,5,11,37,26,0
23,5,4,5,7,21,13,0
47,1,2,1,8,7,7,0
58,4,3,3,11,5,4,0
11,2,3,1,1,19,9,1
27,4,2,3,2,44,43,0
35,3,3,3,7,10,8,0
19,2,3,2,7,40,22,1
53,3,2,3,19,18,19,0
44,1,1,1,5,33,25,0
46,4,1,4,4,40,40,0
40,2,3,1,6,30,16,0
39,4,1,3,3,12,11,0
60,4,2,3,4,40,39,0
37,2,3,1,19,39,24,1
49,2,2,1,20,43,38,0
11,3,3,2,14,48,26,0
3,3,4,2,20,20,11,1
44,2,1,2,20,23,20,0
43,1,1,1,16,47,39,0
8,3,3,3,17,3,4,1
23,4,3,5,1,18,12,1
15,4,3,4,16,37,21,1
56,4,2,3,18,12,9,0
19,3,2,2,20,32,27,1
1,3,4,2,12,50,27,1
18,4,2,5,3,46,46,0
32,2,1,2,2,29,22,0
4,4,4,4,12,30,16,1
53,3,3,4,10,45,26,0
40,1,1,1,20,39,31,0
22,1,2,2,17,31,25,1
8,3,4,2,16,46,25,1
28,3,3,2,8,34,18,0
41,3,3,2,3,29,19,0
41,5,1,5,15,39,40,0
8,2,3,2,16,30,19,1
12,3,4,4,17,46,29,1
54,5,2,5,12,29,30,0
30,1,3,1,1,8,6,0
16,4,2,5,16,33,31,0
51,5,1,5,5,36,35,0
32,1,2,1,1,40,33,0
33,3,1,2,1,31,31,0
10,4,3,4,15,34,23,0
10,3,4,2,7,3,4,1
23,4,2,3,17,16,14,1
8,1,4,1,2,28,14,1
51,1,1,2,4,20,18,0
43,1,2,1,9,13,10,0
41,1,2,1,12,24,21,0
45,1,2,2,14,20,14,0
43,1,3,1,3,42,23,0
9,2,2,1,9,15,14,1
30,1,2,1,14,20,13,0
58,4,1,5,10,37,35,0
56,1,2,1,9,35,28,0
29,1,3,1,18,31,16,0
41,3,2,3,9,6,5,0
19,1,3,1,17,42,20,1
3,2,4,3,20,46,23,1
46,5,3,5,11,17,14,0
39,3,2,4,1,9,10,0
20,2,3,2,2,25,13,0
2,1,5,1,5,3,2,1
2,5,5,4,4,9,5,1
27,3,4,3,7,13,5,1
58,4,3,4,9,12,10,0
53,3,3,2,5,45,28,0
34,3,2,3,7,17,13,0
23,4,3,4,17,46,30,1
42,4,2,4,20,4,3,0
33,4,1,4,11,44,46,0
28,4,2,5,8,5,3,0
48,4,1,5,11,16,14,0
50,3,2,4,11,49,45,0
45,1,2,1,7,17,13,0
42,4,1,5,18,17,17,0
36,5,1,4,3,10,12,0
60,4,1,4,15,19,18,0
44,3,1,3,20,48,44,0
55,4,1,3,7,38,37,0
27,2,3,1,18,50,29,1
51,2,1,2,3,48,39,0
29,3,2,3,6,50,47,0
23,1,4,2,19,50,22,0
9,1,2,1,18,8,5,0
45,3,3,4,3,30,16,0
13,2,2,2,19,3,1,0
56,5,1,5,6,50,54,0
26,1,2,1,17,44,35,0
17,3,4,3,11,45,28,1
23,3,3,3,9,33,17,0
57,1,1,2,11,38,30,0
30,3,4,4,2,47,29,1
28,5,3,5,17,46,32,1
10,4,3,5,2,44,25,0
27,3,2,3,3,48,41,0
41,4,1,3,3,14,11,0
36,4,1,5,17,10,7,0
36,2,3,3,3,29,15,0
0,1,4,2,5,36,18,1
8,2,3,3,10,42,23,0
15,4,3,5,6,28,16,1
12,1,4,1,1,28,14,1
11,1,2,1,19,4,6,0
29,2,4,1,14,22,11,1
22,4,2,5,15,11,10,0
31,5,1,5,16,5,5,0
44,4,3,3,18,47,30,0
21,4,2,5,18,21,20,0
26,4,3,3,19,15,12,1
53,2,1,2,16,38,31,0
58,4,2,3,10,29,29,0
4,2,5,3,4,32,20,1
7,4,4,4,1,16,11,1
49,3,2,3,2,15,11,0
53,2,1,1,11,43,39,0
47,3,3,4,9,21,11,0
6,1,5,1,3,5,1,1
20,3,2,4,11,41,35,1
49,4,1,4,16,24,24,0
34,2,1,1,15,47,39,0
59,3,2,3,7,19,19,0
15,1,4,1,17,17,7,1
53,3,2,3,16,27,24,0
48,3,2,3,12,27,22,0
2,3,5,3,8,22,12,1
17,1,2,1,16,33,24,1
24,1,2,1,17,4,3,1
53,1,2,2,6,12,8,0
6,3,5,4,12,18,13,1
3,4,5,3,16,5,3,1
40,4,1,3,16,42,44,0
40,3,2,4,3,35,29,0
57,3,3,4,9,13,5,0
52,4,1,3,6,25,25,0
48,3,1,4,13,47,45,0
58,3,1,3,4,20,19,0
24,1,2,1,18,31,22,1
57,2,2,3,16,30,27,0
57,2,3,2,3,9,5,0
46,1,1,2,11,5,3,0
48,1,2,1,16,22,16,0
20,3,3,4,9,44,27,1
46,2,2,1,11,9,5,0
10,2,3,2,2,35,21,0
4,2,5,2,18,33,15,1
51,1,3,1,15,49,24,0
37,2,3,3,10,23,12,1
59,4,1,3,10,14,12,0
30,3,4,4,1,46,24,0
