days_since_last_review,global_difficulty,last_review_quality,initial_difficulty,repetition_count,verse_count,avg_time_taken,next_review_outcome
15,2,2,1,15,13,10,1
40,3,3,3,13,30,15,0
29,3,5,4,11,48,23,1
32,3,1,2,2,17,14,0
40,3,1,3,4,44,42,0
9,4,1,3,1,26,27,0
34,3,3,3,3,23,9,0
1,2,3,2,11,50,24,1
2,1,2,1,15,7,5,1
36,4,1,5,8,36,38,0
18,3,2,3,8,33,34,0
5,4,5,4,88,48,24,1
41,3,1,3,10,6,5,0
32,4,1,5,4,21,21,0
6,3,3,3,15,43,21,1
20,3,2,2,5,41,37,0
12,1,1,2,2,36,31,0
10,3,5,2,11,38,20,1
45,3,2,4,22,9,10,0
30,2,2,1,6,12,8,0
22,3,1,2,14,12,14,0
34,3,1,3,55,29,31,0
40,3,2,4,6,13,13,0
36,4,3,3,6,30,18,0
2,2,2,3,9,15,12,1
22,5,1,5,8,23,23,0
8,4,2,5,9,23,25,1
22,1,4,2,7,44,21,1
32,3,1,2,14,18,15,0
30,4,1,5,15,23,22,0
22,3,4,4,3,35,18,1
12,3,5,2,13,32,18,1
0,3,4,2,37,18,11,1
8,1,3,1,7,4,3,1
1,5,3,4,7,31,17,1
16,3,2,3,2,15,15,0
10,3,2,4,10,31,28,1
30,2,5,2,12,34,16,1
10,2,2,2,10,40,39,1
33,1,2,1,6,33,30,0
1,3,3,4,11,17,8,1
35,2,3,2,15,13,7,0
5,3,4,3,6,7,4,1
20,1,1,2,5,34,30,0
12,3,4,2,2,43,20,1
14,2,4,1,11,3,4,1
42,4,3,3,1,15,10,0
44,5,1,5,1,39,42,0
19,3,1,4,3,6,3,0
45,2,2,3,1,22,22,0
14,4,3,3,3,23,11,0
44,3,2,4,15,19,21,0
4,4,2,4,2,19,20,0
24,3,1,2,36,21,19,0
5,1,5,1,6,48,23,1
36,1,2,2,14,23,20,0
1,3,1,4,7,44,40,0
45,3,1,4,75,40,41,0
39,3,1,4,2,22,21,0
6,3,5,3,6,24,12,1
44,4,1,4,5,11,11,0
16,3,5,2,21,3,4,1
25,1,1,1,1,27,20,0
33,4,1,3,2,21,23,0
21,3,5,3,12,42,23,1
25,4,5,4,9,31,17,1
43,3,1,3,14,45,44,0
32,2,1,1,3,43,37,0
3,4,2,5,12,7,9,1
17,3,2,2,5,50,46,0
5,1,1,2,6,30,23,0
38,3,3,2,12,26,14,0
4,3,1,3,14,38,35,0
1,3,2,2,4,50,46,1
10,1,1,1,2,36,28,0
17,3,1,2,86,34,34,1
13,4,4,4,9,17,11,1
14,4,1,5,79,3,3,1
43,1,2,1,1,18,12,0
38,3,3,4,8,23,9,0
11,4,3,5,7,37,21,1
3,3,2,3,13,38,36,1
27,3,1,2,7,23,23,0
36,3,1,4,6,41,37,0
14,5,5,5,3,6,6,1
40,3,3,2,1,36,16,0
22,3,4,3,77,38,22,1
40,1,1,2,6,24,17,0
10,2,1,1,10,47,42,0
4,3,5,2,13,11,4,1
42,1,2,2,4,18,14,0
20,3,4,3,11,50,24,1
5,2,5,1,100,8,2,1
31,4,1,5,5,37,40,0
23,4,3,4,7,14,7,0
1,2,2,2,13,25,21,1
19,3,4,3,9,24,11,1
22,3,1,3,1,15,13,0
36,4,3,4,40,45,24,0
36,2,1,3,85,42,36,0
8,2,4,1,83,21,9,1
14,1,3,2,6,34,16,1
24,1,5,2,26,22,12,1
32,2,1,1,13,11,9,0
41,3,1,3,7,27,24,0
18,4,4,5,12,31,17,1
36,1,1,2,15,9,6,0
18,1,5,2,8,46,19,1
28,4,1,5,7,47,51,0
29,3,2,4,1,33,34,0
25,1,4,2,12,22,12,1
11,5,2,5,3,4,7,0
19,3,3,3,56,13,5,1
3,3,2,3,6,29,26,1
23,1,1,2,12,5,2,0
27,2,4,3,15,39,17,1
19,2,5,1,14,23,9,1
11,1,2,1,3,21,17,1
1,1,3,1,10,7,2,1
31,4,1,3,14,34,37,0
4,4,5,4,59,23,13,1
4,4,3,3,11,7,1,1
32,3,1,4,78,10,10,0
0,1,2,1,6,27,21,1
36,4,1,3,2,3,1,0
32,3,2,4,7,6,8,0
11,4,1,5,2,13,11,0
1,3,3,3,3,8,7,1
36,3,1,4,3,44,40,0
29,5,5,5,15,35,20,1
38,1,2,1,9,37,31,0
32,4,2,5,99,34,34,1
0,3,1,2,10,14,15,1
42,2,2,2,7,26,26,0
17,2,1,1,35,40,36,1
10,2,1,2,1,18,19,0
4,3,5,2,97,11,7,1
33,5,2,4,15,16,19,0
38,1,1,2,35,7,4,0
5,1,1,2,12,24,18,1
4,3,2,4,7,35,36,1
26,4,2,4,15,24,24,0
16,1,3,2,3,11,6,1
44,4,1,4,15,18,21,0
26,3,4,2,76,26,11,1
36,2,3,3,9,12,4,0
45,2,2,1,9,8,10,0
31,4,1,4,52,19,17,0
12,3,4,2,3,11,3,1
24,2,4,3,2,37,15,1
18,5,4,4,12,36,23,1
27,3,1,2,61,12,9,0
38,5,1,4,29,40,47,0
27,3,5,4,7,14,5,1
44,1,1,2,13,25,22,0
0,4,5,3,63,3,1,1
23,1,4,1,86,41,20,1
3,3,5,3,9,30,14,1
44,3,3,4,6,33,19,0
6,1,4,1,9,29,10,1
44,3,1,2,10,32,29,0
43,3,1,4,2,22,23,0
45,3,1,4,4,13,14,0
13,1,4,1,2,5,3,1
17,1,5,1,28,3,3,1
41,4,2,4,8,42,46,0
9,4,2,3,75,16,14,1
33,1,1,1,63,36,30,0
29,4,4,5,9,9,7,1
18,1,2,1,15,6,6,1
7,1,3,1,4,48,21,1
35,3,3,3,12,5,3,0
43,2,2,3,2,21,19,0
2,2,5,3,3,42,23,1
3,4,1,3,12,20,20,0
7,3,1,3,4,36,35,0
45,2,1,1,12,32,27,0
31,1,1,2,38,25,20,0
8,3,2,3,8,30,31,1
35,1,1,1,6,16,11,0
6,2,3,1,3,40,21,1
10,3,3,4,5,31,17,1
14,2,3,3,4,31,15,1
37,3,1,2,12,43,43,0
37,1,3,1,14,11,6,1
42,1,1,2,9,48,42,0
1,3,4,3,8,24,13,1
27,2,2,3,12,41,37,0
3,3,2,3,3,25,27,1
32,3,1,2,5,18,15,0
33,1,1,1,55,5,7,0
45,1,2,2,13,16,11,0
16,3,4,4,6,7,6,1
5,2,2,2,6,21,20,1
35,1,1,1,87,31,27,1
41,3,1,4,6,45,42,0
29,1,4,2,8,37,19,1
37,4,2,4,6,34,34,0
11,1,5,1,3,9,3,1
23,3,2,2,90,36,34,1
9,1,4,1,1,40,19,1
6,3,5,2,6,38,21,1
25,2,5,3,14,43,19,1
14,3,1,2,3,21,19,0
43,2,3,2,9,12,8,0
32,3,2,3,1,6,3,0
10,2,3,1,9,4,1,1
29,3,5,3,1,48,23,1
34,4,1,3,14,43,43,0
23,3,1,4,2,39,36,0
45,3,1,3,15,37,34,0
43,5,1,5,13,15,15,0
5,1,2,1,7,37,33,1
23,1,3,1,2,19,11,1
26,4,3,3,11,29,15,0
34,1,1,1,4,18,17,0
45,3,1,2,15,49,50,0
31,3,1,3,13,7,4,0
23,5,4,5,13,11,4,0
44,4,1,5,13,19,18,0
31,2,3,2,12,48,24,0
6,3,3,3,2,37,18,1
2,2,5,3,67,46,22,1
7,2,1,1,8,10,10,0
38,3,1,3,14,40,39,0
40,2,1,1,84,30,26,0
13,3,2,2,96,39,37,1
34,1,3,1,5,36,18,0
6,5,5,5,9,46,27,1
29,3,2,2,12,17,15,0
8,3,2,3,68,36,34,1
35,4,1,5,2,15,13,0
8,1,2,1,12,22,19,1
13,2,4,1,84,42,23,1
24,1,1,2,29,13,10,0
32,1,3,1,10,15,5,1
3,3,1,3,10,15,13,1
6,3,1,3,8,15,13,0
1,5,5,5,9,5,4,1
18,3,1,3,9,31,33,0
10,3,4,4,7,4,4,1
8,3,4,3,81,7,4,1
43,4,3,5,3,21,14,0
18,1,5,2,76,34,17,1
5,5,1,5,10,31,32,0
33,3,2,3,3,13,13,0
39,3,2,4,5,8,6,0
43,2,1,3,4,19,17,0
32,3,1,4,87,40,41,0
31,1,3,1,1,44,20,1
7,4,2,3,2,33,32,0
16,1,2,1,13,23,21,1
10,4,4,4,80,31,15,1
31,1,3,1,25,6,1,1
25,1,3,2,1,47,18,1
20,1,2,1,8,17,16,0
6,2,2,3,9,7,9,1
0,3,4,2,11,30,15,1
4,2,1,1,20,35,29,1
25,4,1,3,10,17,20,0
31,4,3,4,6,17,11,0
2,4,4,5,15,35,19,1
36,3,1,2,12,45,42,0
16,1,4,1,14,33,15,1
39,4,1,5,42,33,32,0
29,1,4,1,97,38,14,1
44,4,2,5,6,38,42,0
25,3,1,2,12,34,33,0
22,3,1,4,14,29,28,0
26,1,3,1,8,30,12,1
13,1,2,1,3,28,23,1
23,3,2,3,11,30,32,0
20,2,1,1,3,50,44,0
4,2,2,2,12,34,32,1
16,4,5,4,10,19,11,1
39,3,2,2,4,36,34,0
35,4,1,4,13,11,12,0
43,3,1,3,5,20,18,0
33,3,1,4,9,37,36,0
29,4,2,4,2,5,8,0
7,3,4,2,9,37,20,1
11,2,4,2,5,16,8,1
37,2,1,3,2,22,17,0
43,1,1,1,12,15,10,0
44,4,1,3,9,11,12,0
13,1,2,1,5,48,39,1
23,2,1,2,11,13,10,0
44,4,3,3,80,36,19,0
36,3,1,4,2,46,43,0
10,4,4,5,46,50,30,1
0,2,1,1,2,30,30,1
27,2,5,2,10,18,7,1
27,2,2,3,8,15,16,0
13,3,5,2,14,30,16,1
6,1,5,1,76,50,24,1
4,3,3,3,14,41,23,1
39,2,1,3,13,37,34,0
42,1,2,2,14,39,31,0
23,3,5,3,13,35,16,1
25,3,2,4,34,32,32,0
33,1,1,1,14,4,6,0
13,1,4,1,72,21,9,1
13,3,2,2,10,24,24,1
22,1,2,1,2,50,40,1
24,5,3,4,3,44,25,0
26,2,1,1,9,11,11,0
2,5,3,4,11,49,30,1
14,1,3,2,15,44,19,1
6,2,2,1,6,34,32,1
22,1,5,1,11,32,16,1
39,3,1,2,12,20,22,0
38,4,1,3,25,27,31,0
6,4,1,4,5,49,52,0
6,4,2,5,6,41,43,0
15,3,4,4,15,49,24,1
6,2,2,1,3,41,34,1
33,3,2,2,4,24,23,0
2,1,2,2,6,49,38,1
5,3,3,4,23,24,11,1
35,4,1,4,15,6,4,0
27,1,1,2,15,8,7,0
2,5,4,5,5,13,8,1
12,3,5,2,15,6,4,1
19,1,4,2,12,4,3,1
24,4,2,3,6,12,13,0
44,1,1,1,12,9,10,0
25,2,4,2,14,48,24,1
45,4,3,3,14,43,24,0
18,3,2,4,8,40,40,0
36,1,1,1,4,44,34,0
17,2,5,2,2,42,22,1
33,4,3,4,8,37,21,0
4,4,4,3,65,12,5,1
41,3,1,4,15,32,31,0
7,3,4,4,15,22,11,1
28,3,5,3,12,49,24,1
5,2,2,3,12,13,13,1
7,2,5,3,13,33,15,1
28,3,4,3,13,12,9,1
43,3,1,2,11,12,12,0
35,1,3,1,8,5,5,0
27,2,4,1,15,6,2,1
25,1,1,1,11,12,12,0
32,4,1,5,23,14,14,0
27,3,1,2,1,15,12,0
36,4,1,5,7,12,14,0
15,1,2,1,1,16,15,1
24,3,3,2,11,25,14,0
12,2,2,2,47,6,3,1
38,3,2,3,15,13,14,0
12,3,3,4,13,6,2,1
3,1,5,2,6,35,17,1
10,1,4,2,13,16,7,1
33,3,1,4,5,36,35,0
34,1,2,2,9,8,6,0
2,1,4,1,78,25,12,1
7,3,4,2,63,15,9,1
0,3,2,2,2,28,29,1
8,3,5,4,6,31,19,1
37,2,2,1,36,50,47,0
3,1,2,1,14,12,11,1
25,3,5,4,8,38,17,1
43,2,1,2,5,44,38,0
44,2,1,1,2,45,38,0
29,4,2,5,52,39,40,0
10,1,4,1,15,24,13,1
45,4,1,4,86,46,47,0
29,3,4,3,15,14,10,1
35,1,2,2,84,36,29,1
25,5,4,5,92,14,6,1
10,1,4,1,14,26,14,1
26,2,4,1,24,3,1,1
24,2,1,2,10,34,31,0
38,1,2,1,37,40,34,0
33,1,2,1,28,31,23,0
15,3,3,4,10,4,3,1
6,3,3,3,2,21,9,1
19,3,4,4,1,12,6,1
45,3,1,2,11,15,14,0
8,3,5,3,9,42,20,1
43,2,1,2,15,6,4,0
27,3,5,2,4,27,15,1
34,2,2,1,1,28,23,0
33,1,3,1,11,31,13,0
43,2,2,3,44,33,32,0
41,2,1,1,4,3,3,0
31,1,2,2,8,24,19,0
11,1,5,1,8,19,9,1
34,1,3,1,13,43,21,0
8,1,2,1,15,47,41,1
29,4,5,4,4,9,7,1
22,1,2,1,96,28,25,1
27,3,5,4,4,10,3,1
35,3,1,2,11,39,36,0
44,1,2,2,9,9,6,0
34,3,1,4,6,6,4,0
2,2,2,2,3,18,18,1
34,1,1,2,8,7,6,0
